Election for,Clackmannanshire 2022 - Ward 4 - Clackmannanshire South,,,,,,,,,,,,,
Date,25 Jul 2025,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,
Valid votes,3803,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,761,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Kenneth John EARLE (Lab),,Ellen FORSON (SNP),,Bryan QUINN (Grn),,Matthew REILLY (Alba),,Hugh VAN LIEROP (Ind),,William MARLIN (C),,
Kenneth John EARLE (Lab),877,-116,761,,761,,761,,761,,761,,761,Elected
Ellen FORSON (SNP),800,,800,-39,761,,761,,761,,761,,761,Elected
Bryan QUINN (Grn),742,25.92296,767.92296,,767.92296,-6.92296,761,,761,,761,,761,Elected
Craig HOLDEN (SNP),643,19.04544,662.04544,35.44125,697.48669,3.30752,700.79421,19.51596,720.31017,26.90082,747.21099,52.38888,799.59987,Elected
William MARLIN (C),629,24.33584,653.33584,0.14625,653.48209,0.73559,654.21768,3.71906,657.93674,30.04062,687.97736,-687.97736,-,
Hugh VAN LIEROP (Ind),68,9.39046,77.39046,0.53625,77.92671,0.58582,78.51253,13.62628,92.13881,-92.13881,-,,-,
Matthew REILLY (Alba),44,2.6452,46.6452,0.39,47.0352,0.25517,47.29037,-47.29037,-,,-,,-,
Non-transferable, ,34.6601,34.6601,2.48625,37.14635,2.03886,39.18521,10.42907,49.61428,35.19737,84.81165,635.58848,720.40013,
Totals,3803,,3803,,3803,,3803,,3803,,3803,,3803,
 ,,,,,,,,,,,,,,
,,,,,,,740.407395,,735.19286,,717.594175,,,
,,,,,,,39.6131849999999,,14.8826900000001,,-29.6168150000001,,,
