Election for,Scottish Borders 2022 - Ward 9 - Jedburgh & District,,,,,,,,,,,,,
Date,18 Jun 2025,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,
Valid votes,3507,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,877,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Scott HAMILTON (C),,Yvonne RIDLEY (Alba),,Jesse RAE (Ind),,Charles STRANG (Grn),,Pam BROWN (SNP),,John BATHGATE (Ind),,
Scott HAMILTON (C),1089,-212,877,,877,,877,,877,,877,,877,Elected
Pam BROWN (SNP),809,5.25609,814.25609,15.19467,829.45076,11,840.45076,90,930.45076,-53.45076,877,,877,Elected
Sandy SCOTT (C),675,148.53321,823.53321,4.36269,827.8959,12.53071,840.42661,17.97335,858.39996,2.41094,860.8109,216.15429,1076.96519,Elected
John BATHGATE (Ind),529,29.00583,558.00583,6.77868,564.78451,50.16802,614.95253,91.36269,706.31522,20.65296,726.96818,-726.96818,-,
Charles STRANG (Grn),250,4.47741,254.47741,7,261.47741,12.38934,273.86675,-273.86675,-,,-,,-,
Jesse RAE (Ind),102,4.47741,106.47741,4.19467,110.67208,-110.67208,-,,-,,-,,-,
Yvonne RIDLEY (Alba),53,2.53071,55.53071,-55.53071,-,,-,,-,,-,,-,
Non-transferable, ,17.71934,17.71934,18,35.71934,24.58401,60.30335,74.53071,134.83406,30.38686,165.22092,510.81389,676.03481,
Totals,3507,,3507,,3507,,3507,,3507,,3507,,3507,
 ,,,,,,,,,,,,,,
,,,870.76022,,864.76022,,856.56555,,831.72198,,,,,
,,,47.22701,,35.3094600000001,,16.11479,,-98.72878,,,,,
