Election for,Inverclyde 2022 - Ward 2 - Inverclyde East Central,,,,,,,,,
Date,12 Jul 2025,,,,,,,,,
Number to be elected,3,,,,,,,,,
Valid votes,3227,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,807,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Robert MORAN (Lab),,Louise WILLIAMS (Alba),,James KELLY (C),,Jim MACLEOD (SNP),,
Robert MORAN (Lab),1016,-209,807,,807,,807,,807,Elected
Kirsty LAW (SNP),720,18.513,738.513,9.2342,747.7472,13.6171,761.3643,540.5477,1301.912,Elected
Jim MACLEOD (SNP),633,24.4783,657.4783,12.4399,669.9182,12.6456,682.5638,-682.5638,-,
Drew MCKENZIE (Ind),543,60.4758,603.4758,11.7026,615.1784,165.9021,781.0805,62.6109,843.6914,Elected
James KELLY (C),277,19.9529,296.9529,3.4114,300.3643,-300.3643,-,,-,
Louise WILLIAMS (Alba),38,7.8166,45.8166,-45.8166,-,,-,,-,
Non-transferable, ,77.7634,77.7634,9.0285,86.7919,108.1995,194.9914,79.4052,274.3966,
Totals,3227,,3227,,3227,,3227,,3227,
 ,,,,,,,,,,
,,,780.745533333333,,777.736033333333,,741.669533333333,,,
,,,42.2325333333333,,29.9888333333332,,-39.4109666666667,,,
