Election for,Aberdeen 2022 - Kingswells/Sheddocksley/Summerhill Ward,,,,,,,,,,,,,
Date,21 Mar 2025,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,
Valid votes,4752,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,1189,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Steve DELANEY (LD),,David CAMERON (SNP),,Dawn SMITH (ScFam),,David John MCGRATH (Grn),,Sam OCHOLA (SNP),,John WHEELER (C),,
Steve DELANEY (LD),1778,-589,1189,,1189,,1189,,1189,,1189,,1189,Elected
David CAMERON (SNP),1265,,1265,-76,1189,,1189,,1189,,1189,,1189,Elected
Kate BLAKE (Lab),644,142.4461,786.4461,6.54763,792.99373,9.3127,802.30643,49.21988,851.52631,182.00935,1033.53566,331.21515,1364.75081,Elected
John WHEELER (C),571,127.53895,698.53895,0.84098,699.37993,29.30651,728.68644,13.30651,741.99295,16.9284,758.92135,-758.92135,-,
Sam OCHOLA (SNP),310,80.49861,390.49861,59.70958,450.20819,8.38515,458.59334,76.30556,534.8989,-534.8989,-,,-,
David John MCGRATH (Grn),124,55.65336,179.65336,3.78441,183.43777,15.98762,199.42539,-199.42539,-,,-,,-,
Dawn SMITH (ScFam),60,16.89477,76.89477,0.24028,77.13505,-77.13505,-,,-,,-,,-,
Non-transferable, ,165.96821,165.96821,4.87712,170.84533,14.14307,184.9884,60.59344,245.58184,335.96115,581.54299,427.7062,1009.24919,
Totals,4752,,4752,,4752,,4752,,4752,,4752,,4752,
 ,,,,,,,,,,,,,,
