Election for,Aberdeen 2022 - Northfield/Mastrick North Ward,,,,,,,,,
Date,21 Mar 2025,,,,,,,,,
Number to be elected,3,,,,,,,,,
Valid votes,3674,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,919,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Donna CLARK (SNP),,Lucas Smith GRANT (TUSC),,David MAITLAND (Alba),,Louise MCCAFFERTY (Grn),,
Donna CLARK (SNP),1586,-667,919,,919,,919,,919,Elected
Gordon GRAHAM (Lab),829,62.66195,891.66195,9.8411,901.50305,16.26165,917.7647,14.42055,932.18525,Elected
Nestor CARLSEN-DEVEREUX (C),373,10.0932,383.0932,5,388.0932,7,395.0932,5.42055,400.51375,
Ciaran MCRAE (SNP),370,487.838,857.838,2.26165,860.09965,47.99045,908.0901,56.6165,964.7066,Elected
Sam FORMAN (LD),151,16.822,167.822,5.26165,173.08365,4.42055,177.5042,22.42055,199.92475,
Graeme Stephen LAWRENCE (Lab),136,9.2521,145.2521,3,148.2521,5,153.2521,3.42055,156.67265,
Louise MCCAFFERTY (Grn),100,14.2987,114.2987,4,118.2987,4.26165,122.56035,-122.56035,-,
David MAITLAND (Alba),91,12.19595,103.19595,5.8411,109.03705,-109.03705,-,,-,
Lucas Smith GRANT (TUSC),38,4.2055,42.2055,-42.2055,-,,-,,-,
Non-transferable, ,49.6326,49.6326,7,56.6326,24.10275,80.73535,20.26165,100.997,
Totals,3674,,3674,,3674,,3674,,3674,
 ,,,,,,,,,,
