Election for,Aberdeen 2022 - Midstocket/Rosemount Ward,,,,,,,,,
Date,21 Mar 2025,,,,,,,,,
Number to be elected,3,,,,,,,,,
Valid votes,4689,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,1173,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,
 ,First,Surplus of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Bill CORMIE (SNP),,William SELL (LD),,Emma FARQUHAR (C),,Alex JARVIS (Grn),,
Bill CORMIE (SNP),1264,-91,1173,,1173,,1173,,1173,Elected
Emma FARQUHAR (C),1150,3.09557,1153.09557,68,1221.09557,-48.09557,1173,,1173,Elected
Jennifer BONSELL (Lab),1007,7.48696,1014.48696,121.64791,1136.13487,23.8532,1159.98807,174.80062,1334.78869,Elected
William MACKENZIE (SNP),507,64.14309,571.14309,14.43194,585.57503,1.61199,587.18702,228.12483,815.31185,
Alex JARVIS (Grn),435,7.55895,442.55895,71.50393,514.06288,3.36145,517.42433,-517.42433,-,
William SELL (LD),326,2.23169,328.23169,-328.23169,-,,-,,-,
Non-transferable, ,6.48374,6.48374,52.64791,59.13165,19.26893,78.40058,114.49888,192.89946,
Totals,4689,,4689,,4689,,4689,,4689,
 ,,,,,,,,,,
