Election for,West Dunbartonshire 2022 - Ward 2 - Leven,,,,,,,,,,,,,
Date,09 Mar 2025,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,
Valid votes,5822,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,1165,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Ian DICKSON (SNP),,Sian WILKIE (Ind),,Paula BAKER (Grn),,Matthew DILLON (C),,John Kelly MILLAR (Lab),,Ronnie MCCOLL (SNP),,
Ian DICKSON (SNP),1494,-329,1165,,1165,,1165,,1165,,1165,,1165,Elected
John Kelly MILLAR (Lab),1089,6.16588,1095.16588,6,1101.16588,15.66063,1116.82651,67.44042,1184.26693,-19.26693,1165,,1165,Elected
Michelle Marie MCGINTY (Lab),956,7.26693,963.26693,3,966.26693,31.54147,997.8084,119,1116.8084,13.90394,1130.71234,149.6071,1280.31944,Elected
Jim BOLLAN (WDuns),953,19.15827,972.15827,16.22021,988.37848,58.74357,1047.12205,89,1136.12205,2.06666,1138.18871,362.39643,1500.58514,Elected
Ronnie MCCOLL (SNP),653,260.28822,913.28822,4,917.28822,90.33176,1007.61998,9.66063,1017.28061,0.58864,1017.86925,-1017.86925,-,
Matthew DILLON (C),420,1.10105,421.10105,11,432.10105,7.22021,439.32126,-439.32126,-,,-,,-,
Paula BAKER (Grn),206,20.47953,226.47953,5.22021,231.69974,-231.69974,-,,-,,-,,-,
Sian WILKIE (Ind),51,0.66063,51.66063,-51.66063,-,,-,,-,,-,,-,
Non-transferable, ,13.87949,13.87949,6.22021,20.0997,28.2021,48.3018,154.22021,202.52201,2.70769,205.2297,505.86572,711.09542,
Totals,5822,,5822,,5822,,5822,,5822,,5822,,5822,
 ,,,,,,,,,,,,,,
