Election for,Dumfries and Galloway 2022 - Ward 3 - Dee and Glenkens,,,,,,,,,,,
Date,21 May 2025,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,
Valid votes,4478,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,
Quota,1120,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Andy MCFARLANE (SNP),,Anthony BIRD (LD),,Graham TRICKEY (Lab),,Laura Elizabeth MOODIE (Grn),,Susan MURDOCH (C),,
Andy MCFARLANE (SNP),1139,-19,1120,,1120,,1120,,1120,,1120,Elected
John DENERLEY (C),912,0.36696,912.36696,15.06672,927.43368,15.01668,942.45036,21.06672,963.51708,640.1668,1603.68388,Elected
Susan MURDOCH (C),791,0.46704,791.46704,10.05004,801.51708,34,835.51708,24.18348,859.70056,-859.70056,-,
Dougie CAMPBELL (Ind),655,2.73552,657.73552,64.18348,721.919,87.45036,809.36936,299.38684,1108.7562,119.20016,1227.95636,Elected
Laura Elizabeth MOODIE (Grn),508,9.7578,517.7578,38.31692,556.07472,95.85068,651.9254,-651.9254,-,,-,
Graham TRICKEY (Lab),271,1.93488,272.93488,47.28356,320.21844,-320.21844,-,,-,,-,
Anthony BIRD (LD),202,1.05084,203.05084,-203.05084,-,,-,,-,,-,
Non-transferable, ,2.68696,2.68696,28.15012,30.83708,87.90072,118.7378,307.28836,426.02616,100.3336,526.35976,
Totals,4478,,4478,,4478,,4478,,4478,,4478,
 ,,,,,,,,,,,,
,,,1118.43768,,,,1079.75406666667,,911.60882,,,
,,,206.07072,,,,137.303706666667,,-197.14738,,,
