Election for,North Ayrshire 2022 - Ward 03 - Ardrossan,,,,,,,,,,,,,
Date,13 Apr 2025,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,
Valid votes,3577,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,895,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Tony GURNEY (SNP),,Amanda KERR (Lab),,Matthew LYNCH (ScFam),,Stephen MCQUISTIN (LD),,John HUNTER (Ind),,Jim MCHARG (SNP),,
Tony GURNEY (SNP),1107,-212,895,,895,,895,,895,,895,,895,Elected
Amanda KERR (Lab),966,,966,-71,895,,895,,895,,895,,895,Elected
Stewart FERGUSON (C),714,3.064,717.064,12.19934,729.26334,10.29396,739.5573,11.76376,751.32106,107.46947,858.79053,154.52739,1013.31792,Elected
Jim MCHARG (SNP),366,183.457,549.457,8.8188,558.2758,7.48546,565.76126,8.77942,574.54068,100.10061,674.64129,-674.64129,-,
John HUNTER (Ind),333,12.639,345.639,13.88961,359.52861,6.73479,366.2634,24.4094,390.6728,-390.6728,-,,-,
Matthew LYNCH (ScFam),47,0.383,47.383,3.6745,51.0575,-51.0575,-,,-,,-,,-,
Stephen MCQUISTIN (LD),44,1.3405,45.3405,11.0235,56.364,6.58792,62.95192,-62.95192,-,,-,,-,
Non-transferable, ,11.1165,11.1165,21.39425,32.51075,19.95537,52.46612,17.99934,70.46546,183.10272,253.56818,520.1139,773.68208,
Totals,3577,,3577,,3577,,3577,,3577,,3577,,3577,
 ,,,,,,,,,,,,,,
,,,,,877.244625,,,,,,766.71591,,,
,,,,,147.981285,,,,,,-92.0746200000001,,,
