Election for,Edinburgh 2022 - Ward 3 - Drum Brae/Gyle,,,,,,,,,,,,,
Date,24 Jul 2024,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,
Valid votes,9451,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,2363,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Robert Christopher ALDRIDGE (LD),,Gary SMITH (Libtn),,Eileen JOHNSTON (ScFam),,Anne SCOTT (Grn),,Euan HYSLOP (SNP),,Nkechi OKORO (Lab),,
Robert Christopher ALDRIDGE (LD),3988,-1625,2363,,2363,,2363,,2363,,2363,,2363,Elected
Euan HYSLOP (SNP),2263,82.30894,2345.30894,3.40747,2348.71641,6.40747,2355.12388,299.74193,2654.86581,-291.86581,2363,,2363,Elected
Mark BROWN (C),1047,185.39885,1232.39885,2.40747,1234.80632,31.22241,1266.02873,16.85229,1282.88102,13.95303,1296.83405,91.03557,1387.86962,
Edward John THORNLEY (LD),909,1164.95673,2073.95673,4.85229,2078.80902,10.66723,2089.47625,123.52121,2212.99746,50.74317,2263.74063,314.80098,2578.54161,Elected
Nkechi OKORO (Lab),587,72.12219,659.12219,2,661.12219,10.22241,671.3446,101.0747,772.4193,89.19004,861.60934,-861.60934,-,
Anne SCOTT (Grn),554,41.15447,595.15447,4,599.15447,16.62988,615.78435,-615.78435,-,,-,,-,
Eileen JOHNSTON (ScFam),79,8.55687,87.55687,6.40747,93.96434,-93.96434,-,,-,,-,,-,
Gary SMITH (Libtn),24,4.88964,28.88964,-28.88964,-,,-,,-,,-,,-,
Non-transferable, ,65.61231,65.61231,5.81494,71.42725,18.81494,90.24219,74.59422,164.83641,137.97957,302.81598,455.77279,758.58877,
Totals,9451,,9451,,9451,,9451,,9451,,9451,,9451,
