Election for,Edinburgh 2022 - Ward 1 - Almond,,,,,,,,,,,,,,,
Date,24 Jul 2024,,,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,,,
Valid votes,13909,,,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,,,
Quota,2782,,,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,Stage,8,
,First,Surplus of,,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Kevin LANG (LD),,Louise YOUNG (LD),,Norrie WORK (SNP),,Annemarie BAILLIE (Workers),,Stewart GEDDES (ScFam),,Fred HESSLER (Lab),,Andrew BROUGH (Grn),,
Kevin LANG (LD),5904,-3122,2782,,2782,,2782,,2782,,2782,,2782,,2782,Elected
Norrie WORK (SNP),2911,,2911,,2911,-129,2782,,2782,,2782,,2782,,2782,Elected
Louise YOUNG (LD),2221,2716.39423,4937.39423,-2155.39423,2782,,2782,,2782,,2782,,2782,,2782,Elected
James HILL (C),1040,121.6217,1161.6217,80.01242,1241.63412,2.2155,1243.84962,1.04431,1244.89393,45.00964,1289.90357,65.15742,1355.06099,60.60854,1415.66953,
Andrew BROUGH (Grn),736,63.4548,799.4548,52.10134,851.55614,66.465,918.02114,20.33203,938.35317,19.8862,958.23937,228.96314,1187.20251,-1187.20251,-,
Fred HESSLER (Lab),688,54.46537,742.46537,43.7568,786.22217,17.14797,803.37014,12.70603,816.07617,21.03876,837.11493,-837.11493,-,,-,
Lewis James YOUNIE (LD),200,113.16106,313.16106,1894.33896,2207.50002,10.76733,2218.26735,5.03478,2223.30213,27.75469,2251.05682,183.96506,2435.02188,435.26447,2870.28635,Elected
Stewart GEDDES (ScFam),148,4.75911,152.75911,7.46688,160.22599,2.08257,162.30856,11.62705,173.93561,-173.93561,-,,-,,-,
Annemarie BAILLIE (Workers),61,3.70153,64.70153,2.48896,67.19049,1.59516,68.78565,-68.78565,-,,-,,-,,-,
Non-transferable, ,44.4422,44.4422,75.22887,119.67107,28.72647,148.39754,18.04145,166.43899,60.24632,226.68531,359.02931,585.71462,691.3295,1277.04412,
Totals,13909,,13909,,13909,,13909,,13909,,13909,,13909,,13909,
