Election for,Edinburgh 2022 - Ward 16 - Liberton/Gilmerton,,,,,,,,,,,,,,,,,,,
Date,25 Jul 2024,,,,,,,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,,,,,,,
Valid votes,12433,,,,,,,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,,,,,,,
Quota,2487,,,,,,,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,Stage,8,Stage,9,Stage,10,
,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Lezley Marion CAMERON (Lab),,Lesley MACINNES (SNP),,James Demare CHRISTIE (ScFam),,Abu MERON (Alba),,Colin FOX (SSP),,Madeleine Rani Frances PLANCHE (LD),,Philip DOGGART (C),,John NICHOL (Grn),,Ishrat MEASOM (Lab),,
Lezley Marion CAMERON (Lab),3419,-932,2487,,2487,,2487,,2487,,2487,,2487,,2487,,2487,,2487,Elected
Lesley MACINNES (SNP),2906,,2906,-419,2487,,2487,,2487,,2487,,2487,,2487,,2487,,2487,Elected
Philip DOGGART (C),2239,74.41707,2313.41707,3.31614,2316.73321,57.0508,2373.78401,15,2388.78401,25.63554,2414.41955,122.68634,2537.10589,-50.10589,2487,,2487,,2487,Elected
John NICHOL (Grn),1023,45.52253,1068.52253,23.64552,1092.16805,18.70513,1110.87318,27.56095,1138.43413,88.37221,1226.80634,130.60524,1357.41158,3.16552,1360.5771,-1360.5771,-,,-,
Martha MATTOS COELHO (SNP),910,32.43821,942.43821,357.99894,1300.43715,16.09036,1316.52751,52.39449,1368.922,81.91739,1450.83939,33.26608,1484.10547,1.31476,1485.42023,617.41333,2102.83356,455.58517,2558.41873,Elected
Ishrat MEASOM (Lab),725,583.07001,1308.07001,5.47884,1313.54885,25.36144,1338.91029,30.81777,1369.72806,62.78945,1432.51751,171.64376,1604.16127,13.30632,1617.46759,329.70103,1947.16862,-1947.16862,-,
Madeleine Rani Frances PLANCHE (LD),507,41.43368,548.43368,2.45106,550.88474,14.3249,565.20964,14.41677,579.62641,28.77972,608.40613,-608.40613,-,,-,,-,,-,
Colin FOX (SSP),295,26.44123,321.44123,3.46032,324.90155,10.37872,335.28027,40.27259,375.55286,-375.55286,-,,-,,-,,-,,-,
Abu MERON (Alba),222,4.36144,226.36144,1.4418,227.80324,13,240.80324,-240.80324,-,,-,,-,,-,,-,,-,
James Demare CHRISTIE (ScFam),187,20.44425,207.44425,1.73016,209.17441,-209.17441,-,,-,,-,,-,,-,,-,,-,
Non-transferable, ,103.87158,103.87158,19.47722,123.3488,54.26306,177.61186,60.34067,237.95253,88.05855,326.01108,150.20471,476.21579,32.31929,508.53508,413.46274,921.99782,1491.58345,2413.58127,
Totals,12433,,12433,,12433,,12433,,12433,,12433,,12433,,12433,,12433,,12433,
