Election for,Edinburgh 2022 - Ward 6 - Corstorphine/Murrayfield,,,,,,,,,,,
Date,25 Jul 2024,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,
Valid votes,11384,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,
Quota,2847,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,
,First,Surplus of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Alan Christopher BEAL (LD),,Norman David COLVILLE (ScFam),,Connal HUGHES (Grn),,Euan Robert DAVIDSON (LD),,Richard PARKER (Lab),,
Alan Christopher BEAL (LD),3897,-1050,2847,,2847,,2847,,2847,,2847,Elected
Frank ROSS (SNP),2132,19.93782,2151.93782,11,2162.93782,404.15544,2567.09326,3.36678,2570.46004,371.03491,2941.49495,Elected
Hugh FINDLAY (C),1818,37.7202,1855.7202,21.80829,1877.52849,16.80829,1894.33678,10.5262,1904.86298,109.95548,2014.81846,
Euan Robert DAVIDSON (LD),1772,919.02573,2691.02573,24.96373,2715.98946,167.04663,2883.03609,-36.03609,2847,,2847,Elected
Richard PARKER (Lab),893,25.05699,918.05699,10.07772,928.13471,161.50259,1089.6373,9.05213,1098.68943,-1098.68943,-,
Connal HUGHES (Grn),784,20.47668,804.47668,5.26943,809.74611,-809.74611,-,,-,,-,
Norman David COLVILLE (ScFam),88,6.19689,94.19689,-94.19689,-,,-,,-,,-,
Non-transferable, ,21.58569,21.58569,21.07772,42.66341,60.23316,102.89657,13.09098,115.98755,617.69904,733.68659,
Totals,11384,,11384,,11384,,11384,,11384,,11384,
