Election for,Argyll and Bute 2022 - Ward 9 - Lomond North,,,,,,,,,,,,,
Date,11 Jul 2025,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,
Valid votes,3198,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,
Quota,800,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Maurice CORRY (C),,Nigel Ford MILLAR (LD),,Robert Graham MACINTYRE (Ind),,Shonny Iain PATERSON (SNP),,Watson ROBINSON (Lab),,George FREEMAN (Ind),,
Maurice CORRY (C),843,-43,800,,800,,800,,800,,800,,800,Elected
Shonny Iain PATERSON (SNP),777,0.153,777.153,9.102,786.255,27.102,813.357,-13.357,800,,800,,800,Elected
Mark IRVINE (Ind),475,6.375,481.375,16.51,497.885,52.969,550.854,2.77581,553.62981,126.66734,680.29715,341.48235,1021.7795,Elected
George FREEMAN (Ind),466,12.24,478.24,10.816,489.056,32.816,521.872,2.62886,524.50086,148.1248,672.62566,-672.62566,-,
Watson ROBINSON (Lab),397,7.65,404.65,37.683,442.333,19.204,461.537,2.94084,464.47784,-464.47784,-,,-,
Robert Graham MACINTYRE (Ind),149,2.499,151.499,10.357,161.856,-161.856,-,,-,,-,,-,
Nigel Ford MILLAR (LD),91,4.386,95.386,-95.386,-,,-,,-,,-,,-,
Non-transferable, ,9.697,9.697,10.918,20.615,29.765,50.38,5.01149,55.39149,189.6857,245.07719,331.14331,576.2205,
Totals,3198,,3198,,3198,,3198,,3198,,3198,,3198,
 ,,,,,,,,,,,,,,
,,,796.101,,792.461666666667,,773.81,,771.304255,,676.461405,,,
,,,18.948,,6.20666666666671,,222.956,,217.674445,,-3.83574499999997,,,
