Election for,Perth and Kinross 2022 - Ward 1 - Carse of Gowrie,,,,,,,,,,,,,,,
Date,17 Aug 2024,,,,,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,,,,,
Valid votes,4547,,,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,,,
Quota,1137,,,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,Stage,8,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Alasdair BAILEY (Lab),,Don MARSHALL (ScFam),,Lindsay James Crosbie EASTON (LD),,Roger HUMPHRY (Grn),,Angus FORBES (C),,Mac ROBERTS (C),,John KELLAS (SNP),,
Alasdair BAILEY (Lab),1265,-128,1137,,1137,,1137,,1137,,1137,,1137,,1137,Elected
Angus FORBES (C),1017,24.38438,1041.38438,13.30354,1054.68792,44.36254,1099.05046,40.44012,1139.49058,-2.49058,1137,,1137,,1137,Elected
Ken HARVEY (SNP),961,19.52774,980.52774,3.10118,983.62892,12.73186,996.36078,103.95782,1100.3186,0.101,1100.4196,33.66232,1134.08192,518.7856,1652.86752,Elected
John KELLAS (SNP),474,5.66608,479.66608,4,483.66608,10.20236,493.86844,50.5295,544.39794,0.04514,544.44308,22.59574,567.03882,-567.03882,-,
Mac ROBERTS (C),388,8.49912,396.49912,9.20236,405.70148,23.72006,429.42154,17.5177,446.93924,1.9566,448.89584,-448.89584,-,,-,
Roger HUMPHRY (Grn),233,18.7183,251.7183,8.30354,260.02184,46.5767,306.59854,-306.59854,-,,-,,-,,-,
Lindsay James Crosbie EASTON (LD),150,26.40798,176.40798,6.30354,182.71152,-182.71152,-,,-,,-,,-,,-,
Don MARSHALL (ScFam),59,1.72006,60.72006,-60.72006,-,,-,,-,,-,,-,,-,
Non-transferable, ,23.07634,23.07634,16.5059,39.58224,45.118,84.70024,94.1534,178.85364,0.38784,179.24148,392.63778,571.87926,48.25322,620.13248,
Totals,4547,,4547,,4547,,4547,,4547,,4547,,4547,,4547,
 ,,,,,,,,,,,,,,,,
