Election for,Perth and Kinross 2022 - Ward 9 - Almond and Earn,,,,,,,,,
Date,17 Aug 2024,,,,,,,,,
Number to be elected,3,,,,,,,,,
Valid votes,3960,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,991,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,
 ,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Michelle FRAMPTON (SNP),,David ILLINGWORTH (C),,Lynda DAVIS (UKIP),,Tina Jane NG-A-MANN (LD),,
Michelle FRAMPTON (SNP),1339,-348,991,,991,,991,,991,Elected
David ILLINGWORTH (C),1106,,1106,-115,991,,991,,991,Elected
Frank SMITH (C),806,11.43516,817.43516,99.29135,916.72651,16.54702,933.27353,102.25256,1035.52609,Elected
Tina Jane NG-A-MANN (LD),347,50.93844,397.93844,6.75805,404.69649,19.5221,424.21859,-424.21859,-,
Paul VALLOT (Grn),312,191.27904,503.27904,1.87146,505.1505,16.45769,521.60819,161.78577,683.39396,
Lynda DAVIS (UKIP),50,13.77417,63.77417,0.93573,64.7099,-64.7099,-,,-,
Non-transferable, ,80.57319,80.57319,6.14341,86.7166,12.18309,98.89969,160.18026,259.07995,
Totals,3960,,3960,,3960,,3960,,3960,
 ,,,,,,,,,,
