Election for,Glasgow 2022 - Ward 3 - Greater Pollok,,,,,,,,,,,,,,,,,,,
Date,12 Jul 2024,,,,,,,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,,,,,,,
Valid votes,8869,,,,,,,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,,,,,,,
Quota,1774,,,,,,,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,Stage,8,Stage,9,Stage,10,
,First,Surplus of,,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Saqib AHMED (Lab),,William GRAHAM (SNP),,Rashid M HUSSAIN (Lab),,Christopher HO (UKIP),,Eric STEVENSON (TUSC),,Paul LAIRD (ScFam),,Tahir JAMEEL (Alba),,Awais QURESHI (LD),,Chris MCFADYEN (Grn),,
Saqib AHMED (Lab),2598,-824,1774,,1774,,1774,,1774,,1774,,1774,,1774,,1774,,1774,Elected
William GRAHAM (SNP),2494,,2494,-720,1774,,1774,,1774,,1774,,1774,,1774,,1774,,1774,Elected
Rashid M HUSSAIN (Lab),1278,679.35672,1957.35672,,1957.35672,-183.35672,1774,,1774,,1774,,1774,,1774,,1774,,1774,Elected
Roza SALIH (SNP),917,13.63788,930.63788,555.43956,1486.07744,24.63721,1510.71465,1.47603,1512.19068,6.44054,1518.63122,8.87057,1527.50179,45.76139,1573.26318,23.95349,1597.21667,257.56896,1854.78563,Elected
Matt VENTISEI (C),833,26.32428,859.32428,3.17559,862.49987,20.42079,882.92066,8.19948,891.12014,7.03541,898.15555,21.98813,920.14368,5.68195,925.82563,33.12776,958.95339,23.76917,982.72256,
Chris MCFADYEN (Grn),349,12.36924,361.36924,58.02669,419.39593,11.75822,431.15415,4.45846,435.61261,14.35959,449.9722,27.45031,477.42251,33.95582,511.37833,28.29736,539.67569,-539.67569,-,
Awais QURESHI (LD),120,10.14912,130.14912,5.19642,135.34554,16.78996,152.1355,4.60907,156.74457,4.04192,160.78649,4.02955,164.81604,7.46563,172.28167,-172.28167,-,,-,
Tahir JAMEEL (Alba),92,7.929,99.929,17.03271,116.96171,6.07533,123.03704,6.1074,129.14444,2.02971,131.17415,9.6873,140.86145,-140.86145,-,,-,,-,
Paul LAIRD (ScFam),91,5.39172,96.39172,9.81546,106.20718,5.36269,111.56987,9.36355,120.93342,9.56516,130.49858,-130.49858,-,,-,,-,,-,
Eric STEVENSON (TUSC),51,3.80592,54.80592,2.59821,57.40413,6.61959,64.02372,6.34043,70.36415,-70.36415,-,,-,,-,,-,,-,
Christopher HO (UKIP),46,6.66036,52.66036,4.04166,56.70202,3.35189,60.05391,-60.05391,-,,-,,-,,-,,-,,-,
Non-transferable, ,58.37576,58.37576,64.6737,123.04946,88.34104,211.3905,19.49949,230.88999,26.89182,257.78181,58.47272,316.25453,47.99666,364.25119,86.90306,451.15425,258.33756,709.49181,
Totals,8869,,8869,,8869,,8869,,8869,,8869,,8869,,8869,,8869,,8869,
