Election for,Glasgow 2022 - Ward 16 - Canal,,,,,,,,,,,,,,,,,,,
Date,12 Jul 2024,,,,,,,,,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,,,,,,,,,
Valid votes,5792,,,,,,,,,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,,,,,,,,,
Quota,1159,,,,,,,,,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,Stage,7,Stage,8,Stage,9,Stage,10,
,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Allan GOW (SNP),,Fiona E HIGGINS (Lab),,Scott SIMPSON (LD),,Martin Lawson OLU-OSAGIE (Alba),,Sandra WATSON (SNP),,Maria WELLS (C),,Seonad Mairi HOY (Grn),,Jacqueline MCLAREN (SNP),,Brian LAND (Ind),,
Allan GOW (SNP),1470,-311,1159,,1159,,1159,,1159,,1159,,1159,,1159,,1159,,1159,Elected
Fiona E HIGGINS (Lab),1363,,1363,-204,1159,,1159,,1159,,1159,,1159,,1159,,1159,,1159,Elected
Brian LAND (Ind),746,13.53984,759.53984,10.77552,770.31536,9,779.31536,13.51088,792.82624,5.63468,798.46092,32.44898,830.9099,44.22922,875.13912,1.70592,876.84504,-876.84504,-,
Robert JH MOONEY (Lab),690,8.25084,698.25084,152.6532,850.90404,19.79592,870.69996,17.29932,887.99928,10.56868,898.56796,137.50408,1036.07204,50.56188,1086.63392,2.42172,1089.05564,329.41982,1418.47546,Elected
Jacqueline MCLAREN (SNP),512,220.65708,732.65708,6.58504,739.24212,3.42312,742.66524,18.41902,761.08426,214.82064,975.9049,3.36122,979.26612,193.08068,1172.3468,-13.3468,1159,,1159,Elected
Seonad Mairi HOY (Grn),322,22.00224,344.00224,6.88436,350.8866,16.02176,366.90836,10.57278,377.48114,21.0537,398.53484,11.21156,409.7464,-409.7464,-,,-,,-,
Maria WELLS (C),299,1.26936,300.26936,4.78912,305.05848,11.25918,316.31766,5.21156,321.52922,1,322.52922,-322.52922,-,,-,,-,,-,
Sandra WATSON (SNP),226,25.17564,251.17564,1.04762,252.22326,3.36122,255.58448,12.36122,267.9457,-267.9457,-,,-,,-,,-,,-,
Martin Lawson OLU-OSAGIE (Alba),96,3.1734,99.1734,1.04762,100.22102,2.29932,102.52034,-102.52034,-,,-,,-,,-,,-,,-,
Scott SIMPSON (LD),68,1.26936,69.26936,4.63946,73.90882,-73.90882,-,,-,,-,,-,,-,,-,,-,
Non-transferable, ,15.66224,15.66224,15.57806,31.2403,8.7483,39.9886,25.14556,65.13416,14.868,80.00216,138.00338,218.00554,121.87462,339.88016,9.21916,349.09932,547.42522,896.52454,
Totals,5792,,5792,,5792,,5792,,5792,,5792,,5792,,5792,,5792,,5792,
