Election for,Glasgow 2022 - Ward 17 - Springburn/Robroyston,,,,,,,,,,,
Date,12 Jul 2024,,,,,,,,,,,
Number to be elected,4,,,,,,,,,,,
Valid votes,6790,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,
Quota,1359,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,
,First,Surplus of,,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Audrey DEMPSEY (Lab),,Graham CAMPBELL (SNP),,Christina CANNON (SNP),,Farah HAMID (Alba),,Peter DAVIES (LD),,
Audrey DEMPSEY (Lab),2184,-825,1359,,1359,,1359,,1359,,1359,Elected
Graham CAMPBELL (SNP),1690,,1690,-331,1359,,1359,,1359,,1359,Elected
Christina CANNON (SNP),1109,40.41818,1149.41818,289.27045,1438.68863,-79.68863,1359,,1359,,1359,Elected
Thomas RANNACHAN (Lab),650,631.58128,1281.58128,8.6174,1290.19868,11.43256,1301.63124,21.49085,1323.12209,56.30554,1379.42763,Elected
Richard JOHNSON (C),614,28.70824,642.70824,0.7834,643.49164,0.52706,644.0187,4.58443,648.60313,22.34454,670.94767,
Madeleine GUTHRIE (Grn),288,20.39796,308.39796,10.77175,319.16971,28.97138,348.14109,35.10755,383.24864,60.11486,443.3635,
Peter DAVIES (LD),143,18.887,161.887,3.917,165.804,4.2671,170.0711,11.25404,181.32514,-181.32514,-,
Farah HAMID (Alba),112,7.5548,119.5548,2.54605,122.10085,5.85322,127.95407,-127.95407,-,,-,
Non-transferable, ,77.45254,77.45254,15.09395,92.54649,28.63731,121.1838,55.5172,176.701,42.5602,219.2612,
Totals,6790,,6790,,6790,,6790,,6790,,6790,
