Election for,Glasgow 2022 - Ward 7 - Langside,,,,,,,,,
Date,12 Jul 2024,,,,,,,,,
Number to be elected,4,,,,,,,,,
Valid votes,11358,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,2271.6,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,ERS97 STV,,,,,,,,,
,,Stage,2,Stage,3,Stage,4,Stage,5,
,First,Surplus of,,Surplus of,,Exclusion of,,Exclusion of,,
Candidates,Preferences,Bruce,,Aitken,,3 candidates,,Whyte,,
Holly BRUCE (Grn),3173,-901.4,2271.6,,2271.6,,2271.6,,2271.6,Elected
Susan AITKEN (SNP),2899,,2899,-627.4,2271.6,,2271.6,,2271.6,Elected
Stephen Ignatius DOCHERTY (Lab),1870,122.3752,1992.3752,46.60068,2038.97588,93.10028,2132.07616,232,2364.07616,Elected
Aileen Mary MCKENZIE (Lab),1163,133.6466,1296.6466,16.75788,1313.40448,164.10824,1477.51272,311,1788.51272,
Bruce WHYTE (C),975,4.50856,979.50856,2.75472,982.26328,54.48384,1036.74712,-1027,9.74712,
Paul LEINSTER (SNP),775,495.61956,1270.61956,538.54776,1809.16732,157.58848,1966.7558,12,1978.7558,Elected
Michael Edward SHIELDS (LD),225,53.1366,278.1366,6.65724,284.79384,-284.79384,-,,-,
Ronnie STEVENSON (TUSC),153,80.18796,233.18796,5.96856,239.15652,-239.15652,-,,-,
Chigozie Anne OSUCHUKWU (Alba),125,11.91548,136.91548,10.10064,147.01612,-147.01612,-,,-,
Non-transferable, ,0.01004,0.01004,0.01252,0.02256,201.68564,201.7082,472,673.7082,
Totals,11358,,11358,,11358,,11358,,11358,
