Election for,East Dunbartonshire 2022 - Ward 6 - Lenzie & Kirkintilloch South,,,,,,,,,,,
Date,26 Dec 2024,,,,,,,,,,,
Number to be elected,3,,,,,,,,,,,
Valid votes,6515,,,,,,,,,,,
Invalid votes,0,,,,,,,,,,,
Quota,1629,,,,,,,,,,,
OpenSTV,1.7,,,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,Stage,6,
 ,First,Surplus of,,Exclusion of,,Exclusion of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Gillian RENWICK (SNP),,James Raymond WATSON (FdmAll),,Carolynn SCRIMGEOUR (Grn),,Callum MCNALLY (Lab),,Sandra THORNTON (C),,
Gillian RENWICK (SNP),2165,-536,1629,,1629,,1629,,1629,,1629,Elected
Callum MCNALLY (Lab),1367,107.19781,1474.19781,10.24757,1484.44538,325.32417,1809.76955,-180.76955,1629,,1629,Elected
Sandra THORNTON (C),1325,6.43682,1331.43682,13,1344.43682,16.45626,1360.89308,16.55036,1377.44344,-1377.44344,-,
Willie PATERSON (LD),1131,57.68381,1188.68381,7.49514,1196.17895,198.59633,1394.77528,100.70564,1495.48092,861.1842,2356.66512,Elected
Carolynn SCRIMGEOUR (Grn),468,276.04055,744.04055,7.98056,752.02111,-752.02111,-,,-,,-,
James Raymond WATSON (FdmAll),59,3.71355,62.71355,-62.71355,-,,-,,-,,-,
Non-transferable,,84.92746,84.92746,23.99028,108.91774,211.64435,320.56209,63.51355,384.07564,516.25924,900.33488,
Totals,6515,,6515,,6515,,6515,,6515,,6515,
 ,,,,,,,,,,,,
