Election for,East Ayrshire 2022 - Ward 8 - Cumnock and New Cumnock,,,,,,,,,
Date,10 Sep 2024,,,,,,,,,
Number to be elected,4,,,,,,,,,
Valid votes,4476,,,,,,,,,
Invalid votes,0,,,,,,,,,
Quota,896,,,,,,,,,
OpenSTV,1.7,,,,,,,,,
Election rules,Scottish STV,,,,,,,,,
 ,,Stage,2,Stage,3,Stage,4,Stage,5,
 ,First,Surplus of,,Surplus of,,Surplus of,,Exclusion of,,
Candidates,Preferences,Billy CRAWFORD (Lab),,June KYLE (Lab),,Jim MCMAHON (SNP),,Fraser WRIGHT (LD),,
Billy CRAWFORD (Lab),1349,-453,896,,896,,896,,896,Elected
Jim MCMAHON (SNP),897,,897,,897,-1,896,,896,Elected
Neill WATTS (C),827,20.8196,847.8196,11.02902,858.84862,0.00666,858.85528,56.63736,915.49264,Elected
Jacqui TODD (SNP),701,13.0962,714.0962,9.1345,723.2307,0.9102,724.1409,28.13773,752.27863,
June KYLE (Lab),593,368.7084,961.7084,-65.7084,896,,896,,896,Elected
Fraser WRIGHT (LD),109,5.037,114.037,13.42622,127.46322,0.00555,127.46877,-127.46877,-,
Non-transferable, ,45.3388,45.3388,32.11866,77.45746,0.07759,77.53505,42.69368,120.22873,
Totals,4476,,4476,,4476,,4476,,4476,
 ,,,,,,,,,,
